code,description
J0401,"Inj, abilify maintena, 1 mg"
J0402,"Inj, abilify asimtufii, 1 mg"
J0456,Azithromycin
J0457,"Injection, aztreonam, 100 mg"
J0458,Aztreonam/avibactam 10 mg
J0461,Atropine sulfate injection
J0462,"Atropine sulf, nte, 0.01 mg"
J0463,Inj atropine (fresenius te)
J0470,Dimecaprol injection
J0475,Baclofen 10 mg injection
J0476,Baclofen intrathecal trial
J0480,Basiliximab
J0485,Belatacept injection
J0490,Belimumab injection
J0491,Inj anifrolumab-fnia 1mg
J0500,Dicyclomine injection
J0515,Inj benztropine mesylate
J0517,"Inj., benralizumab, 1 mg"
J0520,Bethanechol chloride inject
J0525,Inj cefotetan disodium 10 mg
J0528,Inj fosfomycin disodium 20mg
J0558,Peng benzathine/procaine inj
J0561,Penicillin g benzathine inj
J0565,"Inj, bezlotoxumab, 10 mg"
J0567,"Inj., cerliponase alfa 1 mg"
J0570,Buprenorphine implant 74.2mg
J0571,Buprenorphine oral 1mg
J0572,Bupren/nal up to 3mg bupreno
J0573,Bupren/nal 3.1 to 6mg bupren
J0574,Bupren/nal 6.1 to 10mg bupre
J0575,Bupren/nal over 10mg bupreno
J0576,Inj buprenorph (brixadi) 1mg
J0577,"Inj, brixadi, 7 days or less"
J0578,"Inj brixadi, more than 7 day"
J0582,Bivalirudin (endo) 1 mg
J0583,Bivalirudin
J0584,"Injection, burosumab-twza 1m"
J0585,"Injection,onabotulinumtoxina"
J0586,Abobotulinumtoxina
J0587,"Inj, rimabotulinumtoxinb"
J0588,Incobotulinumtoxin a
J0589,Inj daxibotulinumtoxina-lanm
J0591,"Inj deoxycholic acid, 1 mg"
J0592,Buprenorphine hydrochloride
J0593,"Inj., lanadelumab-flyo, 1 mg"
J0594,Busulfan injection
J0595,Butorphanol tartrate 1 mg
J0596,"Injection, ruconest"
J0597,"C-1 esterase, berinert"
J0598,"C-1 esterase, cinryze"
J0599,"Inj., haegarda 10 units"
J0600,Edetate calcium disodium inj
J0601,Sevelamer carbonate 20 mg
J0602,Sevelamer carbonate pdr 20mg
J0603,Sevelamer hydrochloride 20mg
J0604,"Cinacalcet, esrd on dialysis"
J0605,Sucroferric oxyhydroxide 5mg
J0606,"Inj, etelcalcetide, 0.1 mg"
J0607,Lanthanum carbonate oral 5mg
J0608,Lanthanum carbonate pwdr 5mg
J0609,Ferric citrate orl 3 mg iron
J0610,Calcium glucon (fresenius)
J0611,Calcium glucon (wg critical)
J0612,"Injection, calcium gluconate, not otherwise specified, 10 mg"
J0613,Calcium glucon (wg critical)
J0614,"Inj, treosulfan, 50 mg"
J0615,"Calcium acetate, oral, 23 mg"
J0616,Inj metoprolol tartrate 1 mg
J0618,"Inj, calcium chloride, 2 mg"
J0620,Calcium glycer & lact/10 ml
J0630,Calcitonin salmon injection
J0636,Inj calcitriol per 0.1 mcg
J0637,Caspofungin acetate
J0638,Canakinumab injection
J0640,Leucovorin calcium injection
J0641,"Injection, levoleucovorin, not otherwise specified, 0.5 mg"
J0642,"Injection, khapzory, 0.5 mg"
J0650,"Injection, levothyroxine sodium, not otherwise specified, 10 mcg"
J0651,"Inj, levothyroxine, freskabi"
J0652,"Inj, levothyroxine, hikma"
J0654,"Inj, liothyronine, 1 mcg"
J0665,"Injection, bupivicaine, not otherwise specified, 0.5 mg"
J0666,"Inj, bupivacaine liposome"
J0668,"Instill, bupivac and meloxic"
J0670,Inj mepivacaine hcl/10 ml
J0675,"Inj, carboprost, 0.1 mg"
J0681,Inj ceftobipole medocarl 3mg
J0687,Inj cefazolin (wg crit care)
J0688,"Inj cefazolin sodium, hikma"
J0689,"Inj cefazolin sodium, baxter"
J0690,Cefazolin sodium injection
J0691,Inj lefamulin 1 mg
J0692,Cefepime hcl for injection
J0693,"Inj., cefiderocol, 5 mg"
J0694,Cefoxitin sodium injection
J0695,Inj ceftolozane tazobactam
J0696,Ceftriaxone sodium injection
J0697,Sterile cefuroxime injection
J0698,Cefotaxime sodium injection
J0699,"Inj, cefiderocol, 10 mg"
J0701,Inj. cefepime hcl (baxter)
J0702,Betamethasone acet&sod phosp
J0703,"Inj, cefepime hcl (b braun)"
J0706,Caffeine citrate injection
J0710,Cephapirin sodium injection
J0712,Ceftaroline fosamil inj
J0713,Inj ceftazidime per 500 mg
J0714,Ceftazidime and avibactam
J0715,Ceftizoxime sodium / 500 mg
J0716,Centruroides immune f(ab)
J0717,Certolizumab pegol inj 1mg
J0720,Chloramphenicol sodium injec
J0725,Chorionic gonadotropin/1000u
J0735,Clonidine hydrochloride
J0736,"Inj, clindamycin phosp 300mg"
J0737,"Inj, clindamycin (baxter)"
J0738,"Hiv prep, inj, lenacapavir"
J0739,"Hiv prep, inj, cabotegravir"
J0740,Cidofovir injection
J0741,"Inj, cabote rilpivir 2mg 3mg"
J0742,Inj imip 4 cilas 4 releb 2mg
J0743,Cilastatin sodium injection
J0744,Ciprofloxacin iv
J0745,Inj codeine phosphate /30 mg
J0750,"Hiv prep, ftc/tdf 200/300mg"
J0751,"Hiv prep, ftc/taf 200/25mg"
J0752,"Hiv prep, oral lenacapavir"
J0759,"Inj, clevidipine, 1 mg"
J0760,Colchicine injection
J0770,Colistimethate sodium inj
J0775,"Collagenase, clost hist inj"
J0780,Prochlorperazine injection
J0791,Inj crizanlizumab-tmca 5mg
J0795,Corticorelin ovine triflutal
J0799,"Hiv prep, fda approved, noc"
J0800,Corticotropin injection
J0801,Inj. acthar gel to 40 units
J0802,"Inj. (ani), up to 40 units"
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg"
J0834,"Inj., cosyntropin, 0.25 mg"
J0840,Crotalidae poly immune fab
J0841,Inj crotalidae im f(ab')2 eq
J0850,Cytomegalovirus imm iv /vial
J0870,"Injection, imetelstat, 1 mg"
J0872,Daptomycin (xellia) unrefrig
J0873,Inj daptomycin (xellia)
J0874,"Inj, daptomycin (baxter)"
J0875,"Injection, dalbavancin"
J0877,"Inj, daptomycin (hospira)"
J0878,Daptomycin injection
J0879,"Difelikefalin, esrd on dialy"
J0881,"Darbepoetin alfa, non-esrd"
J0882,"Darbepoetin alfa, esrd use"
J0883,Argatroban nonesrd use 1mg
J0884,Argatroban esrd dialysis 1mg
J0885,"Epoetin alfa, non-esrd"
J0886,Epoetin alfa 1000 units esrd
J0887,Epoetin beta esrd use
J0888,Epoetin beta non esrd
J0889,Daprodustat oral 1mg esrd
J0890,Peginesatide injection
J0891,Argatroban nonesrd (accord)
J0892,Argatroban dialysis (accord)
J0893,"Inj, decitabine (sun pharma)"
J0894,Decitabine injection
J0895,Deferoxamine mesylate inj
J0896,Inj luspatercept-aamt 0.25mg
J0897,Denosumab injection
J0898,Argatroban nonesrd (auromed)
J0899,"Argatroban dialysis, auromed"
J0900,Testosterone enanthate inj
J0901,Vadadustat oral 1mg for esrd
J0911,Inst tauro 1.35mg/hep 100u
J0945,Brompheniramine maleate inj
J1000,Depo-estradiol cypionate inj
J1010,"Inj, methylpred acetate 1 mg"
J1020,Methylprednisolone 20 mg inj
J1030,Methylprednisolone 40 mg inj
J1040,Methylprednisolone 80 mg inj
J1050,Medroxyprogesterone acetate
J1060,Testosterone cypionate 1 ml
J1070,Testosterone cypionat 100 mg
J1071,Inj testosterone cypionate
J1072,"Inj, testosterone, azmiro"
J1073,Testosterone pellet 75 mg
J1080,Testosterone cypionat 200 mg
J1094,Inj dexamethasone acetate
J1095,"Injection, dexamethasone 9%"
J1096,Dexametha opth insert 0.1 mg
J1097,Phenylep ketorolac opth soln
J1098,Articaine ophthalmi 8% 0.4ml
J1100,Dexamethasone sodium phos
J1105,"Dexmedetomidine film, 1 mcg"
J1110,Inj dihydroergotamine mesylt
J1120,Acetazolamid sodium injectio
J1130,Inj diclofenac sodium 0.5mg
J1160,Digoxin injection
J1162,Digoxin immune fab (ovine)
J1163,"Inj, diltiazem hcl, 0.5 mg"
J1164,Inj diltiazem in 0.72% nacl
J1165,Phenytoin sodium injection
J1170,Hydromorphone injection
J1171,"Inj, hydromorphone, 0.1 mg"
J1180,Dyphylline injection
J1190,Dexrazoxane hcl injection
J1200,Diphenhydramine hcl injectio
J1201,Inj. cetirizine hcl 0.5mg
J1202,Miglustat oral 65 mg
J1203,"Inj, cipaglucosidase, 5 mg"
J1205,Chlorothiazide sodium inj
J1212,Dimethyl sulfoxide 50% 50 ml
J1230,Methadone injection
J1240,Dimenhydrinate injection
J1245,Dipyridamole injection
J1250,Inj dobutamine hcl/250 mg
J1260,Dolasetron mesylate
J1265,Dopamine injection
J1267,Doripenem injection
J1270,"Injection, doxercalciferol"
J1271,Inj doxycycline hyclate 1 mg
J1289,"Narsoplimab-wuug, 1 mg"
J1290,Ecallantide injection
J1299,"Inj, eculizumab, 2 mg"
J1300,Eculizumab injection
J1301,"Injection, edaravone, 1 mg"
J1302,"Inj, sutimlimab-jome, 10 mg"
J1303,"Inj., ravulizumab-cwvz 10 mg"
J1304,Inj tofersen intrathec 1 mg
J1305,"Inj, evinacumab-dgnb, 5mg"
J1306,"Injection, inclisiran, 1 mg"
J1307,"Inj, crovalimab-akkz, 10 mg"
J1308,"Inj, famotidine, 0.25 mg"
J1320,Amitriptyline injection
J1322,"Elosulfase alfa, injection"
J1323,"Inj, elranatamab-bcmm, 1 mg"
J1324,Enfuvirtide injection
J1325,Epoprostenol injection
J1326,"Inj, zolbetuximab-clzb, 2 mg"
J1327,Eptifibatide injection
J1330,Ergonovine maleate injection
J1335,Ertapenem injection
J1364,Erythro lactobionate /500 mg
J1370,"Inj, esomeprazole sod, 1 mg"
J1380,Estradiol valerate 10 mg inj
J1410,Inj estrogen conjugate 25 mg
J1411,"Inj, hemgenix, per tx dose"
J1412,Inj roctavian ml 2x10^13vc g
J1413,Inj delandistrogene mox rokl
J1414,"Inj, beqvez, per tx dose"
J1426,"Injection, casimersen, 10 mg"
J1427,Inj. viltolarsen
J1428,"Inj, eteplirsen, 10 mg"
J1429,Inj golodirsen 10 mg
J1430,Ethanolamine oleate 100 mg
J1434,"Inj, focinvez, 1mg"
J1435,Injection estrone per 1 mg
J1436,Etidronate disodium inj
J1437,Inj. fe derisomaltose 10 mg
J1438,Etanercept injection
J1439,Inj ferric carboxymaltos 1mg
J1440,Fecal microbiota jslm 1 ml
J1442,Inj filgrastim excl biosimil
J1443,Inj ferric pyrophosphate cit
J1444,Fe pyro cit pow 0.1 mg iron
J1445,Inj triferic avnu 0.1mg iron
J1446,"Inj, tbo-filgrastim, 5 mcg"
J1447,Inj tbo filgrastim 1 microg
J1448,"Injection, trilaciclib, 1mg"
J1449,Inj eflapegrastim-xnst 0.1mg
J1450,Fluconazole
J1451,"Fomepizole, 15 mg"
J1452,Intraocular fomivirsen na
J1453,Fosaprepitant injection
J1454,"Inj fosnetupitant, palonoset"
J1455,Foscarnet sodium injection
J1456,"Inj, fosaprepitant (teva)"
J1457,Gallium nitrate injection
J1458,Galsulfase injection
J1459,Inj ivig privigen 500 mg
J1460,Gamma globulin 1 cc inj
J1551,Inj cutaquig 100 mg
J1552,"Inj, alyglo, 500 mg"
J1553,Inj yimmugo 100 mg
J1554,Inj. asceniv
J1555,"Inj cuvitru, 100 mg"
J1556,"Inj, imm glob bivigam, 500mg"
J1557,Gammaplex injection
J1558,"Inj. xembify, 100 mg"
J1559,Hizentra injection
J1560,Gamma globulin > 10 cc inj
J1561,Gamunex-c/gammaked
J1562,"Vivaglobin, inj"
J1566,"Injection, immune globulin, intravenous, lyophilized (e.g., powder), not otherwise specified, 500 mg"
J1568,Octagam injection
J1569,Gammagard liquid/erc inj
J1570,Ganciclovir sodium injection
J1571,Hepagam b im injection
J1572,Flebogamma injection
J1573,"Hepagam b intravenous, inj"
J1574,"Inj, ganciclovir (exela)"
J1575,Hyqvia 100mg immuneglobulin
J1576,"Inj, panzyga, 500 mg"
J1577,"Inj, qivigy, 100mg"
J1580,Garamycin gentamicin inj
J1590,Gatifloxacin injection
J1595,Injection glatiramer acetate
J1596,"Inj, glycopyrrolate, 0.1 mg"
J1597,"Inj glycopyrrolate, glyrx-pf"
J1598,Inj glycopyrrolate fres kabi
J1599,"Injection, immune globulin, intravenous, non-lyophilized (e.g., liquid), not otherwise specified, 500 mg"
J1600,Gold sodium thiomaleate inj
J1602,Golimumab for iv use 1mg
J1610,Glucagon hydrochloride/1 mg
J1611,"Inj glucagon hcl, fresenius"
J1612,Inj glucagon (gvoke) 0.01 mg
J1620,Gonadorelin hydroch/ 100 mcg
J1626,Granisetron hcl injection
J1627,"Inj, granisetron, xr, 0.1 mg"
J1628,"Inj., guselkumab, 1 mg"
J1630,Haloperidol injection
J1631,Haloperidol decanoate inj
J1632,"Inj., brexanolone, 1 mg"
J1640,"Hemin, 1 mg"
J1642,Inj heparin sodium per 10 u
J1643,"Inj heparin, pfizer, 1000u"
J1644,Inj heparin sodium per 1000u
J1645,Dalteparin sodium
J1650,Inj enoxaparin sodium
J1652,Fondaparinux sodium
J1655,Tinzaparin sodium injection
J1670,Tetanus immune globulin inj
J1675,Histrelin acetate
J1700,Hydrocortisone acetate inj
J1710,Hydrocortisone sodium ph inj
J1720,Hydrocortisone sodium succ i
J1725,Hydroxyprogesterone caproate
J1726,"Makena, 10 mg"
J1729,"Injection, hydroxyprogesterone caproate, not otherwise specified, 10 mg"
J1730,Diazoxide injection
J1736,Inj meloxicam (delova) 1mg
J1737,Inj meloxicam (azurity) 1mg
J1738,Inj. meloxicam 1 mg
J1740,Ibandronate sodium injection
J1741,Ibuprofen injection
J1742,Ibutilide fumarate injection
J1743,Idursulfase injection
J1744,Icatibant injection
J1745,Infliximab not biosimil 10mg
J1746,"Inj., ibalizumab-uiyk, 10 mg"
J1747,"Inj, spesolimab-sbzo, 1 mg"
J1748,"Inj, zymfentra, 10 mg"
J1749,"Inj, iloprost, 0.1 mcg"
J1750,Inj iron dextran
J1756,Iron sucrose injection
J1786,Imuglucerase injection
J1790,Droperidol injection
J1800,Propranolol injection
J1805,"Inj, esmolol hcl, 10mg"
J1806,Inj esmolol hcl wg crit care
J1807,"Inj, ethacrynate sod, 1 mg"
J1808,"Inj, folic acid, 0.1 mg"
J1809,"Inj, fosdenopterin, 0.1mg"
J1810,Droperidol/fentanyl inj
J1811,Fiasp for insulin pump use
J1812,Inj. insulin (fiasp)
J1813,Lyumjev for insulin pump use
J1814,Inj. insulin (lyumjev)
J1815,Insulin injection
J1817,Insulin for insulin pump use
J1823,"Inj. inebilizumab-cdon, 1 mg"
J1826,Interferon beta-1a inj
J1830,Interferon beta-1b / .25 mg
J1833,"Injection, isavuconazonium"
J1834,"Inj, isoniazid, 1 mg"
J1835,Itraconazole injection
J1836,"Inj, metronidazole, 10 mg"
J1837,"Inj, posaconazole, 1 mg"
J1840,Kanamycin sulfate 500 mg inj
J1850,Kanamycin sulfate 75 mg inj
J1885,Ketorolac tromethamine inj
J1890,Cephalothin sodium injection
J1920,"Inj, labetalol hcl, 5mg"
J1921,"Inj labetalol hcl hikma, 5mg"
J1930,Lanreotide injection
J1931,Laronidase injection
J1932,"Inj, lanreotide, (cipla) 1mg"
J1938,"Inj, furosemide, 1 mg"
J1939,"Inj, bumetanide, 0.5 mg"
J1940,Furosemide injection
J1941,"Inj, furoscix, 20 mg"
J1942,Aripiprazole lauroxil 1mg
J1943,"Inj., aristada initio, 1 mg"
J1944,Aripiprazole lauroxil 1 mg
J1945,Lepirudin
J1950,Leuprolide acetate /3.75 mg
J1951,Inj fensolvi 0.25 mg
J1952,"Leuprolide inj, camcevi, 1mg"
J1953,Levetiracetam injection
J1954,Inj leu acet lutr dpt 7.5 mg
J1955,Inj levocarnitine per 1 gm
J1956,Levofloxacin injection
J1960,Levorphanol tartrate inj
J1961,Inj lenacapavir (hiv tx) 1mg
J1980,Hyoscyamine sulfate inj
J1990,Chlordiazepoxide injection
J2001,Lidocaine injection
J2002,"Inj, lidocaine in d5w, 1 mg"
J2003,"Inj, lidocaine hcl, 1 mg"
J2004,"Inj, lidocaine w epinephrine"
J2010,Lincomycin injection
J2020,Linezolid injection
J2021,"Inj, linezolid (hospira)"
J2060,Lorazepam injection
J2062,Loxapine for inhalation 1 mg
J2150,Mannitol injection
J2151,"Inj, mannitol, 250 mg"
J2170,Mecasermin injection
J2175,Meperidine hydrochl /100 mg
J2180,Meperidine/promethazine inj
J2182,"Injection, mepolizumab, 1mg"
J2183,Inj meropenem (wg crit care)
J2184,"Inj, meropenem (b. braun)"
J2185,Meropenem
J2186,"Inj., meropenem, vaborbactam"
J2210,Methylergonovin maleate inj
J2212,Methylnaltrexone injection
J2246,"Inj, micafungin (baxter)"
J2247,"Inj, micafungin (par pharm)"
J2248,Micafungin sodium injection
J2249,"Inj, remimazolam, 1 mg"
J2250,Inj midazolam hydrochloride
J2251,Inj midazolam in 0.9% nacl
J2252,Inj midazolam in 0.8% nacl
J2253,Inj midazolam (seizalam)
J2260,Inj milrinone lactate / 5 mg
J2265,Minocycline hydrochloride
J2267,"Inj, mirikizumab-mrkz, 1 mg"
J2270,Morphine sulfate injection
J2271,Morphine so4 injection 100mg
J2272,"Inj, morphine (fresenius)"
J2274,Inj morphine pf epid ithc
J2275,Morphine sulfate injection
J2277,"Inj, motixafortide, 0.25 mg"
J2278,Ziconotide injection
J2280,"Inj, moxifloxacin 100 mg"
J2281,Inj moxifloxacin (fres kabi)
J2290,"Inj, nafcillin sodium, 20 mg"
J2291,"Inj, nafcillin (baxter) 20mg"
J2300,Inj nalbuphine hydrochloride
J2305,"Inj, nitroglycerin, 5 mg"
J2310,Inj naloxone hydrochloride
J2311,"Inj, naloxone hcl (zimhi)"
J2312,"Injection, naloxone hydrochloride, not otherwise specified, 0.01 mg"
J2313,"Inj, naloxone (zimhi) 0.01mg"
J2315,"Naltrexone, depot form"
J2320,Nandrolone decanoate 50 mg
J2323,Natalizumab injection
J2325,Nesiritide injection
J2326,"Inj, nusinersen, 0.1mg"
J2327,Inj risankizumab-rzaa 1 mg
J2329,"Inj ublituximab-xiiy, 1 mg"
J2350,"Injection, ocrelizumab, 1 mg"
J2351,Inj ocrelizumab 1mg hya-ocsq
J2353,"Octreotide injection, depot"
J2354,"Octreotide inj, non-depot"
J2355,Oprelvekin injection
J2356,"Inj tezepelumab-ekko, 1mg"
J2357,Omalizumab injection
J2358,Olanzapine long-acting inj
J2359,"Inj. olanzapine, 0.5mg"
J2360,Orphenadrine injection
J2361,Inj depemokimab-ulaa 1 mg
J2370,Phenylephrine hcl injection
J2371,Inj phenylephrine hcl 20 mcg
J2372,"Inj, biorphen, 20 micrograms"
J2373,"Inj, immphentiv, 20 mcg"
J2374,Apraclonidine hcl opht 0.1ml
J2400,Chloroprocaine hcl injection
J2401,Chloroprocaine hcl injection
J2402,Chloroprocaine (clorotekal)
J2403,"Chloroprocaine opht gel, 1mg"
J2404,"Inj, nicardipine 0.1 mg"
J2405,Ondansetron hcl injection
J2406,"Injection, oritavancin 10 mg"
J2407,"Injection, oritavancin"
J2410,Oxymorphone hcl injection
J2425,Palifermin injection
J2426,"Inj, invega sustenna, 1 mg"
J2427,"Inj, invega hafyera/trinza"
J2428,"Inj, erzofri, 1 mg"
J2430,Pamidronate disodium /30 mg
J2440,Papaverin hcl injection
J2460,Oxytetracycline injection
J2468,"Inj, palonosetron (posfrea)"
J2469,Palonosetron hcl
J2470,Inj pantoprazole sodium 40mg
J2471,Inj pantoprazole(hikma) 40mg
J2472,"Inj, pantoprazole sodium chl"
J2501,Paricalcitol
J2502,"Inj, pasireotide long acting"
J2503,Pegaptanib sodium injection
J2504,"Pegademase bovine, 25 iu"
J2505,"Injection, pegfilgrastim 6mg"
J2506,Inj pegfilgrast ex bio 0.5mg
J2507,Pegloticase injection
J2508,Pegunigalsidase alfa-iwxj
J2510,Penicillin g procaine inj
J2513,Pentastarch 10% solution
J2515,Pentobarbital sodium inj
J2516,"Inj, pentamidine isethionate"
J2540,Penicillin g potassium inj
J2543,Piperacillin/tazobactam
J2545,Pentamidine non-comp unit
J2547,"Injection, peramivir"
J2550,Promethazine hcl injection
J2560,Phenobarbital sodium inj
J2561,"Inj, sezaby, 1 mg"
J2562,Plerixafor injection
J2590,Oxytocin injection
J2596,Vasopressin (long grove) 1 u
J2597,Inj desmopressin acetate
J2598,"Inj, vasopressin, 1 unit"
J2599,Inj vasopressin (am reg) 1 u
J2601,"Inj, vasopressin (baxter)"
J2650,Prednisolone acetate inj
J2670,Totazoline hcl injection
J2675,Inj progesterone per 50 mg
J2679,Inj fluphenazine hcl 1.25 mg
J2680,Fluphenazine decanoate 25 mg
J2690,Procainamide hcl injection
J2700,Oxacillin sodium injeciton
J2704,"Inj, propofol, 10 mg"
J2710,Neostigmine methylslfte inj
J2711,Inj neostigmin/glycopyrrolat
J2720,Inj protamine sulfate/10 mg
J2724,Protein c concentrate
J2725,Inj protirelin per 250 mcg
J2730,Pralidoxime chloride inj
J2760,Phentolaine mesylate inj
J2765,Metoclopramide hcl injection
J2770,Quinupristin/dalfopristin
J2777,"Inj, faricimab-svoa, 0.1mg"
J2778,Ranibizumab injection
J2779,"Inj, susvimo 0.1 mg"
J2780,Ranitidine hydrochloride inj
J2781,"Inj, pegcetacoplan, 1mg"
J2782,Inj avacincaptad pegol 0.1mg
J2783,Rasburicase
J2785,Regadenoson injection
J2786,"Injection, reslizumab, 1mg"
J2787,Riboflavin photrexa/viscous
J2788,Rho d immune globulin 50 mcg
J2789,Riboflavin epioxa/hd<=2ml
J2790,Rho d immune globulin inj
J2791,Rhophylac injection
J2792,"Rho(d) immune globulin h, sd"
J2793,Rilonacept injection
J2794,"Inj risperdal consta, 0.5 mg"
J2795,Ropivacaine hcl injection
J2796,Romiplostim injection
J2797,"Inj., rolapitant, 0.5 mg"
J2798,"Inj., perseris, 0.5 mg"
J2799,"Inj, uzedy, 1 mg"
J2800,Methocarbamol injection
J2801,"Inj, rykindo, 0.5 mg"
J2802,"Inj, romiplostim 1 microgram"
J2804,"Inj, rifampin, 1 mg"
J2805,Sincalide injection
J2806,"Inj sincalide, maia, 5 mcg"
J2810,Inj theophylline per 40 mg
J2820,Sargramostim injection
J2840,Inj sebelipase alfa 1 mg
J2850,Inj secretin synthetic human
J2860,"Injection, siltuximab"
J2865,Inj sulfameth/trim 5 mg/1 mg
J2910,Aurothioglucose injeciton
J2916,Na ferric gluconate complex
J2919,"Inj, methylpred sod succ 5mg"
J2920,Methylprednisolone injection
J2930,Methylprednisolone injection
J2940,Somatrem injection
J2941,Somatropin injection
J2950,Promazine hcl injection
J2993,Reteplase injection
J2995,Inj streptokinase /250000 iu
J2997,Alteplase recombinant
J2998,Inj plasminogen tvmh 1mg
J3000,Streptomycin injection
J3010,Fentanyl citrate injection
J3030,Sumatriptan succinate / 6 mg
J3031,"Inj., fremanezumab-vfrm 1 mg"
J3032,Inj. eptinezumab-jjmr 1 mg
J3055,Inj talquetamab-tgvs 0.25 mg
J3060,"Inj, taliglucerase alfa 10 u"
J3070,Pentazocine injection
J3090,Inj tedizolid phosphate
J3095,Telavancin injection
J3101,Tenecteplase injection
J3105,Terbutaline sulfate inj
J3110,Teriparatide injection
J3111,Inj. romosozumab-aqqg 1 mg
J3120,Testosterone enanthate inj
J3121,Inj testostero enanthate 1mg
J3130,Testosterone enanthate inj
J3140,Testosterone suspension inj
J3145,Testosterone undecanoate 1mg
J3150,Testosteron propionate inj
J3230,Chlorpromazine hcl injection
J3240,Thyrotropin injection
J3241,Inj. teprotumumab-trbw 10 mg
J3243,Tigecycline injection
J3244,Inj. tigecycline (accord)
J3245,"Inj., tildrakizumab, 1 mg"
J3246,Tirofiban hcl
J3247,Inj secukinumab intrav 1mg
J3250,Trimethobenzamide hcl inj
J3260,Tobramycin sulfate injection
J3262,Tocilizumab injection
J3263,"Inj, toripalimab-tpzi, 1 mg"
J3265,Injection torsemide 10 mg/ml
J3280,Thiethylperazine maleate inj
J3285,Treprostinil injection
J3290,"Inj, tranexamic acid 5 mg"
J3291,Tranexamic acid in sod chlor
J3299,Inj xipere 1 mg
J3300,Triamcinolone a inj prs-free
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg"
J3302,Triamcinolone diacetate inj
J3303,Triamcinolone hexacetonl inj
J3304,Inj triamcinolone ace xr 1mg
J3305,Inj trimetrexate glucoronate
J3310,Perphenazine injeciton
J3315,Triptorelin pamoate
J3316,"Inj., triptorelin xr 3.75 mg"
J3320,Spectinomycn di-hcl inj
J3350,Urea injection
J3355,"Urofollitropin, 75 iu"
J3357,"Ustekinumab sub cu inj, 1 mg"
J3358,"Ustekinumab, iv inject, 1 mg"
J3360,Diazepam injection
J3364,Urokinase 5000 iu injection
J3365,"Urokinase 250,000 iu inj"
J3370,Vancomycin hcl injection
J3371,"Inj, vancomycin hcl (mylan)"
J3372,"Inj, vancomycin hcl (xellia)"
J3373,"Inj, vancomycin hcl, 10 mg"
J3374,"Inj, vancomycin (mylan) 10mg"
J3375,"Inj, vanco (tyzavan) 10mg"
J3376,Inj vancomycin (hikma) 10mg
J3379,"Inj, valproate sod, 5 mg"
J3380,Inj vedolizumab iv 1 mg
J3385,Velaglucerase alfa
J3386,Etuvetidigene autotemecel
J3387,Inj elivaldogene autotemecel
J3389,Topi adm prad zami per treat
J3391,"Inj, atidarsagene autotemcel"
J3392,"Inj, exagamglogene autotem"
J3393,"Inj, betibeglogene autotemce"
J3394,"Inj, lovotibeglogene autotem"
J3396,Verteporfin injection
J3397,"Inj., vestronidase alfa-vjbk"
J3398,Inj luxturna 1 billion vec g
J3399,Inj onase abepar-xioi treat
J3400,Triflupromazine hcl inj
J3401,"Vyjuvek 5x10^9pfu/ml, 0.1 ml"
J3402,Inj. remestemcel-l-rknd/ td
J3403,"Revakinagene, per implant"
J3404,Inj zopapogene per ther dose
J3405,Inj onase abepar-brve treat
J3410,Hydroxyzine hcl injection
J3411,Thiamine hcl 100 mg
J3415,Pyridoxine hcl 100 mg
J3420,Vitamin b12 injection
J3424,Inj hydroxocobalamin iv 25mg
J3425,Hydroxocobalamin im 10mcg
J3430,Vitamin k phytonadione inj
J3465,"Injection, voriconazole"
J3470,Hyaluronidase injection
J3471,"Ovine, up to 999 usp units"
J3472,"Ovine, 1000 usp units"
J3473,Hyaluronidase recombinant
J3475,Inj magnesium sulfate
J3480,Inj potassium chloride
J3485,Zidovudine
J3486,Ziprasidone mesylate
J3489,Zoledronic acid 1mg
J3490,Unclassified drugs
J3520,Edetate disodium per 150 mg
J3530,Nasal vaccine inhalation
J3535,Metered dose inhaler drug
J3570,Laetrile amygdalin vit b17
J3590,Unclassified biologics
J3591,Unclassified drug or biological used for esrd on dialysis
J7030,Normal saline solution infus
J7040,Normal saline solution infus
J7042,5% dextrose/normal saline
J7050,Normal saline solution infus
J7060,5% dextrose/water
J7070,D5w infusion
J7100,Dextran 40 infusion
J7110,Dextran 75 infusion
J7120,Ringers lactate infusion
J7121,5% dextrose in lac ringers
J7131,Hypertonic saline sol
J7165,"Inj, human-lans, per i.u"
J7168,Prothrombin complex kcentra
J7169,"Inj andexxa, 10 mg"
J7170,"Inj., emicizumab-kxwh 0.5 mg"
J7171,"Inj, adzynma, 10 iu"
J7172,"Inj marstacim-hncq, 0.5 mg"
J7173,"Inj. concizumab-mtci, 0.5 mg"
J7174,Injection fitusiran 0.04 mg
J7175,"Inj, factor x, (human), 1iu"
J7176,"Inj. fesilty, 1 mg"
J7177,"Inj., fibryga, 1 mg"
J7178,"Injection, human fibrinogen concentrate, not otherwise specified, 1 mg"
J7179,Vonvendi inj 1 iu vwf:rco
J7180,Factor xiii anti-hem factor
J7181,Factor xiii recomb a-subunit
J7182,Factor viii recomb novoeight
J7183,Wilate injection
J7185,Xyntha inj
J7186,Antihemophilic viii/vwf comp
J7187,"Humate-p, inj"
J7188,Factor viii recomb obizur
